name,dynasty,type,description,entry_time,Author,size,图片URL,museum_id,materials
站立,北齐（550-577年）至隋（581-618年）时期,雕塑,铅釉陶器：模制，砖红色陶胎，施中绿色铅釉；局部无釉区域上冷绘颜料,2003.0,不明,高64厘米 × 宽19厘米 × 深15.5厘米（25又3/16英寸 × 7又1/2英寸 × 6又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:61516_dynmc?width=3000&height=3000,3,暂无
佛首,北齐,雕塑,白色大理石。河北定州出土。,1943.0,不明,高36厘米 × 宽25厘米 × 深21.5厘米（14又3/16英寸 × 9又13/16英寸 × 8又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC252436?width=3000&height=3000,3,暂无
流口三足盉,二里头文化,器物,陶器,2006.0,不明,高53.5厘米 × 宽17厘米 × 深14.6厘米（21又1/16英寸 × 6又11/16英寸 × 5又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC104709_dynmc?width=3000&height=3000,3,暂无
蓝釉洒彩罐,唐朝,器皿,白陶铅釉钴蓝泼彩器皿,2006.0,不明,高18.1厘米，直径21厘米（7又1/8 x 8又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC251353_dynmc?width=3000&height=3000,3,暂无
两尊立像,北齐,雕塑,模制中灰色陶器，饰以冷绘颜料；局部区域在白底上施以冷绘,2003.0,不明,"2003.193.1号：高35厘米×宽27.5厘米×深16.5厘米（13又3/4英寸×10又13/16英寸×6又1/2英寸）
2003.193.2号：高33.5厘米×宽25厘米×深19.5厘米（13又3/16英寸×9又13/16英寸×7又11/16英寸）",https://nrs.hvrd.art/urn-3:HUAM:61515_dynmc?width=3000&height=3000,3,暂无
四季竹韵,朝鲜王朝,绘画,八扇折屏；纸本水墨；钤有艺术家两方印章，分别为“苏云”与“嘉山应”,2000.0,柳德彰（又称水云、伽山应）,"整体装裱：高165厘米，宽513.2厘米（64又15/16英寸×202又1/16英寸）
画心尺寸：高81.4厘米，宽48.8厘米（32又1/16英寸×19又3/16英寸）",https://nrs.hvrd.art/urn-3:HUAM:51495_dynmc?width=3000&height=3000,3,暂无
绽放的梅花,朝鲜王朝,绘画,折页（取自十六页册页），装裱为立轴；纸本水墨，钤两方长方形朱文印，印文分别为“德华”与“大阿”。,1999.0,赵熙龙,"画心：高28.1厘米×宽41.1厘米（11又1/16英寸×16又3/16英寸）
装裱（含绦带及轴头）：高101厘米×宽68厘米（39又3/4英寸×26又3/4英寸）",https://nrs.hvrd.art/urn-3:HUAM:71984_dynmc?width=3000&height=3000,3,暂无
“双鸮相背”带盖礼器酒樽,商朝,器皿,铸铜,1943.0,不明,"高17.2厘米（含盖）x 宽15.0厘米 x 深13.9厘米（6又3/4 x 5又7/8 x 5又1/2英寸）
重量1628.68克",https://nrs.hvrd.art/urn-3:HUAM:51087_dynmc?width=3000&height=3000,3,暂无
盉形立鸭式礼酒器,周朝,器皿,铸青铜，表面呈灰绿色铜锈,1944.0,不明,高20.5厘米 × 宽17厘米 × 长30.8厘米（8又1/16英寸 × 6又11/16英寸 × 12又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC251409_dynmc?width=3000&height=3000,3,暂无
在宫殿里,宋朝,绘画,手卷；绢本水墨设色（残存）,1945.0,仿周文矩,高25.7厘米 × 宽177厘米（10又1/8英寸 × 69又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC100855_dynmc?width=3000&height=3000,3,暂无
立式观音菩萨像（带圆形背光）,隋朝,雕塑,带有镀金和多色颜料痕迹的石灰石,1943.0,不明,"高158厘米×宽34.3厘米×厚33厘米（62又3/16英寸×13又1/2英寸×13英寸）
重量530磅",https://nrs.hvrd.art/urn-3:HUAM:DDC107473_dynmc?width=3000&height=3000,3,暂无
立鞍剪鬃马,汉朝,雕塑,铅釉陶器：模制成型，砖红色陶胎施铅釉焦糖棕釉层；可拆卸的素面尾部与鞍具为砖红色陶胎模制；可拆卸的素面双耳为灰色陶胎模制；未施釉部位残留冷彩颜料痕迹。可能产自四川省成都地区。,2004.0,不明,高121.5厘米×长90.5厘米×深33厘米（47又13/16英寸×35又5/8英寸×13英寸）,https://nrs.hvrd.art/urn-3:HUAM:78769_dynmc?width=3000&height=3000,3,暂无
玉龙形佩,周朝,礼器,高度抛光，半透明的棕色与蜜色软玉,1943.0,不明,"高13厘米×宽7.8厘米×厚0.5厘米（5又1/8英寸×3又1/16英寸×3/16英寸）
重量62克",https://nrs.hvrd.art/urn-3:HUAM:763581?width=3000&height=3000,3,暂无
坐佛像（可能为释迦牟尼）,唐朝,雕塑,浅灰色砂岩，残留彩绘痕迹；出自山西省太原市附近天龙山第21窟北壁,1943.0,不明,"高109.5厘米 × 宽75厘米 × 深47厘米（43又1/8英寸 × 29又1/2英寸 × 18又1/2英寸）
重量699磅",https://nrs.hvrd.art/urn-3:HUAM:DDC105099_dynmc?width=3000&height=3000,3,暂无
月亮与甜瓜,清朝,书画,立轴：纸本水墨；署款“八大山人”,1964.0,八大山人（朱耷）,"画心：高73.6厘米×宽45.1厘米（29×17¾英寸）
装裱（含绦带及轴头）：高209.6厘米×宽65.4厘米（82½×25¾英寸）",https://nrs.hvrd.art/urn-3:HUAM:758548?width=3000&height=3000,3,暂无
跪姿菩萨侍从（出自莫高窟第328窟）,唐朝,雕塑,未烧制的黏土混合纤维与稻草，覆于木质骨架之上；施以彩绘并饰以金箔。,1924.0,不明,"造像尺寸：高90.8厘米×宽33厘米×厚38.1厘米（35又3/4英寸×13英寸×15英寸）
莲座尺寸：高28.6厘米×直径67.3厘米（11又1/4英寸×26又1/2英寸）
整体尺寸：高121.9厘米×宽67.3厘米×厚67.3厘米（48英寸×26又1/2英寸×26又1/2英寸），重195磅",https://nrs.hvrd.art/urn-3:HUAM:797589?width=3000&height=3000,3,暂无
巴赫拉姆·古尔与角狼之战（绘画）,伊尔汗国时期,手稿,纸本水墨设色，金银装饰,1960.0,不明,对开本尺寸：41.5×30厘米（16又5/16×11又13/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:770435?width=3000&height=3000,3,暂无
文凤画谱全,江户时代,印刷品,木版印刷书籍；纸本墨色淡彩,暂无,河村文凤,26.4 × 18 厘米（10 3/8 × 7 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:761537?width=3000&height=3000,3,暂无
《文凤画谱 二编》,江户时代,版画,木版印刷书籍；纸本水墨淡彩,暂无,河村文凤,26.4 × 18 厘米（10 3/8 × 7 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:761536?width=3000&height=3000,3,暂无
《文凤画谱三编》（文凤绘范第三卷）,江户时代,版画,木刻版印书籍；纸本墨色淡彩,暂无,河村文凤,26.4 × 18 厘米（10 3/8 × 7 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:761531?width=3000&height=3000,3,暂无
风景,江户时代,绘画,立轴；纸本水墨,2023.0,费晴湖,"画面尺寸：89×29.8厘米（35又1/16×11又3/4英寸）
装裱后尺寸：155×44.2厘米（61×17又3/8英寸）",https://nrs.hvrd.art/urn-3:HUAM:766753?width=3000&height=3000,3,暂无
风景,江户时代,绘画,立轴；纸本水墨,2023.0,伊孚九（I Fukyū）,"仅画心尺寸：95.6 × 27.2 厘米（37又5/8 × 10又11/16英寸）
含装裱尺寸：155 × 44 厘米（61 × 17又5/16英寸）",https://nrs.hvrd.art/urn-3:HUAM:766815?width=3000&height=3000,3,暂无
马鞍俑,唐朝,雕塑,灰白色陶胎，局部施白泥（或白石膏？）底，上覆冷彩颜料。,暂无,不明,"高55厘米 × 宽62厘米 × 深24厘米（21又5/8英寸 × 24又7/16英寸 × 9又7/16英寸）
包装箱尺寸：高63厘米 × 宽79.5厘米 × 深31.2厘米（24又13/16英寸 × 31又5/16英寸 × 12又5/16英寸）",https://nrs.hvrd.art/urn-3:HUAM:INV137333_dynmc?width=3000&height=3000,3,暂无
立姿陶俑,汉朝,雕塑,铅釉葬器：模制砖红陶胎，局部剥落的铅助熔翠绿釉,暂无,不明,高29.2厘米×宽27.9厘米×深12.5厘米（11又1/2英寸×11英寸×4又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08245_dynmc?width=3000&height=3000,3,暂无
马鞍俑,唐朝,雕塑,米白色陶器，局部区域在白泥（或白石膏？）底上施以冷彩颜料,暂无,不明,"高58厘米×宽56厘米×深23厘米（22又13/16英寸×22又1/16英寸×9又1/16英寸）
板条箱尺寸：高67.7厘米×宽77.5厘米×深27厘米（26又5/8英寸×30又1/2英寸×10又5/8英寸）",https://nrs.hvrd.art/urn-3:HUAM:INV135217_dynmc?width=3000&height=3000,3,暂无
壁画残片：描绘两位身着华服站立女子的片段,清朝,绘画,壁画残片；灰泥（或白色石膏底？）上墨设色,暂无,不明,"画作最大尺寸：高88厘米×宽48厘米（34又5/8英寸×18又7/8英寸）
画框尺寸：高99.3厘米×宽58.3厘米×厚2.5厘米（39又1/8英寸×22又15/16英寸×1英寸）",https://nrs.hvrd.art/urn-3:HUAM:INV017424_dynmc?width=3000&height=3000,3,暂无
纸神：供桌前的河神与两名侍从,清朝,印刷品,木版画；纸本水墨；印文自右至左为“灵应河神”。可能出自北京。,1935.0,不明,35.5 × 41.5 厘米（14 × 16 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10376_dynmc?width=3000&height=3000,3,暂无
纸神：供桌旁掌管良田之主及四侍从,清朝,印刷品,木版画；纸本水墨；印文自右至左为“后土皇帝”。可能出自北京。,1935.0,不明,36 × 40.9 厘米（14又3/16 × 16又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10377_dynmc?width=3000&height=3000,3,暂无
纸神：雷公与二侍从,清朝,印刷品,木版画；纸本水墨；印文自右至左书：“九天应元雷神普化天尊”（雷神名号）。可能出自北京。,1935.0,不明,37.8 × 41 厘米（14 7/8 × 16 1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10378_dynmc?width=3000&height=3000,3,暂无
纸神：供桌财神与四侍从,清朝,版画,木版画；纸本水墨；印文自右至左为“增福财神”。可能出自北京。,1935.0,不明,36.7 × 41.5 厘米（14 7/16 × 16 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08041_dynmc?width=3000&height=3000,3,暂无
纸神：三姓之神,清朝,版画,木版画；纸本水墨；印文自右至左为“三宗之神”。可能出自北京。,1935.0,不明,37.4 × 41.5 厘米（14又3/4 × 16又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10379_dynmc?width=3000&height=3000,3,暂无
《纸神：天庭三圣》,清朝,版画,木版画；纸本水墨；印文自右至左书：“三官大帝”。可能出自北京。,1935.0,不明,36 × 39.5 厘米（14 3/16 × 15 9/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08053_dynmc?width=3000&height=3000,3,暂无
《纸神：五路神》,清朝,印刷品,木版画；纸本水墨；印文自右至左书：“五道之神”。可能出自北京。,1935.0,不明,35.3 × 41.6 厘米（13又7/8 × 16又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08052_dynmc?width=3000&height=3000,3,暂无
纸神：供桌火神与四侍从,清朝,版画,木版画；纸本水墨；印文自右至左书：“火德星君”（火神之名）。可能出自北京。,1935.0,不明,35.1 × 41.5 厘米（13 13/16 × 16 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08051_dynmc?width=3000&height=3000,3,暂无
纸神：供桌前的煤矿神与两侍从,清朝,版画,木版画；纸本水墨；印文自右至左为“煤（？）矿之神”（煤矿之神）。可能出自北京。,1935.0,不明,35.4 × 41.5 厘米（13又15/16 × 16又5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08050_dynmc?width=3000&height=3000,3,暂无
纸神：赵玄坛将军,清朝,印刷品,木版画；纸本水墨；印文自右至左书：“玄坛赵元帅”（赵玄坛将军）。可能出自北京。,1935.0,不明,36.9 × 41.5 厘米（14 1/2 × 16 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08042_dynmc?width=3000&height=3000,3,暂无
纸神：灶君坐像配四侍从,清朝,版画,木版画；纸本水墨。可能出自天津杨柳青；与1935.36.116号藏品几乎完全相同。,1935.0,不明,48 × 38.9 厘米（18 7/8 × 15 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10354_dynmc?width=3000&height=3000,3,暂无
纸神：灶君坐像及四侍从,清朝,印刷品,木版画；纸本水墨。可能出自天津杨柳青；与1935.36.115号藏品几乎完全相同。,1935.0,不明,48.2 × 38.5 厘米（19 × 15又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10355_dynmc?width=3000&height=3000,3,暂无
纸神：土地神，伴以钟馗捉鬼及一鬼卒守卫,清朝,版画,木版画；纸本水墨设色。可能出自天津杨柳青。,1935.0,不明,42.2 × 32.8 厘米（16 5/8 × 12 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10356_dynmc?width=3000&height=3000,3,暂无
年画：九凤朝阳,清朝,印刷品,木版画；纸本水墨设色；印有自右至左题跋“九凤朝阳”。可能出自天津杨柳青。,1935.0,不明,61.2 × 59.5 厘米（24又1/8 × 23又7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP04878_dynmc?width=3000&height=3000,3,暂无
戏曲场景版画：孙夫人坐帐,清朝,版画,木版画；纸本水墨设色；印有店铺题记“大顺”（可能为印刷店名）。可能出自天津杨柳青。,1935.0,不明,33.5 × 25.2 厘米（13 3/16 × 9 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10361_dynmc?width=3000&height=3000,3,暂无
戏曲场景版画：《擒方腊》,清朝,版画,木版画；纸本水墨设色；印有标题《擒方腊》，自右至左列人物名号：“方腊”、“母大虫：顾大嫂”、“母夜叉：孙二娘”，并印有店号“大顺画店”。疑出自天津杨柳青。,1935.0,不明,34.3 × 25 厘米（13½ × 9 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10362_dynmc?width=3000&height=3000,3,暂无
戏曲场景版画：《水浒传》人物三杰之关胜,清朝,印刷品,木版画；纸本水墨设色；自右至左印有人物名号：“大刀关胜”、“金枪手徐宁”及“双鞭”（呼延灼绰号）。疑出自天津杨柳青。,1935.0,不明,35.5 × 25 厘米（14 × 9 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP10360_dynmc?width=3000&height=3000,3,暂无
包公斩陈世美戏景,清朝,绘图,纸本设色,1935.0,不明,64 × 110 厘米（25 3/16 × 43 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013342_dynmc?width=3000&height=3000,3,暂无
红拂女别离歌剧场景,清朝,图纸,纸本水墨设色,1935.0,不明,64.2 × 111.3 厘米（25 1/4 × 43 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013343_dynmc?width=3000&height=3000,3,暂无
门神：尉迟恭（胡敬德）将军,清朝,印刷品,木版画；纸本设色。可能出自天津杨柳青；可能与1935.36.125成对。,1935.0,不明,纸张尺寸：137.8厘米×77.4厘米（54又1/4英寸×30又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013345_dynmc?width=3000&height=3000,3,暂无
门神：秦琼（秦叔宝）,清朝,印刷品,木版画；纸本水墨设色。可能出自天津杨柳青；可能与1935.36.124为成对作品。,1935.0,不明,纸张尺寸：137.8厘米×77.2厘米（54又1/4英寸×30又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013344_dynmc?width=3000&height=3000,3,暂无
门楣饰件一套：挂钱,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴花图像；纸本水墨设色。可能来自北京。,1935.0,不明,55.7 × 23.2 厘米（21又15/16 × 9又1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV019460_dynmc?width=3000&height=3000,3,暂无
门楣饰件：挂钱图案（韩湘子与吕洞宾）,清朝,印刷品,拼贴印刷与剪裁纸元素：红色剪纸装饰配以木版印刷贴画；纸本水墨设色。可能来自北京；与藏品1935.36.126.6相同。,1935.0,不明,纸张尺寸：55.7 × 23.2 厘米（21又15/16 × 9又1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025561_dynmc?width=3000&height=3000,3,暂无
门楣饰物：“挂钱”与钟离权及张果老,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴花图案；纸本水墨设色。可能出自北京；与藏品1935.36.126.7完全相同。,1935.0,不明,纸张尺寸：55.7 × 23.2 厘米（21 15/16 × 9 1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025562_dynmc?width=3000&height=3000,3,暂无
门楣饰件：悬钱纹曹国舅与李铁拐图,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴花图像；纸本水墨设色。可能出自北京；与藏品编号1935.36.126.8完全相同。,1935.0,不明,纸张尺寸：55.7厘米×23.2厘米（21又15/16英寸×9又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025563_dynmc?width=3000&height=3000,3,暂无
门楣饰件：挂钱与蓝采和、何仙姑,清朝,版画,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴画；纸本水墨设色。可能出自北京；与藏品1935.36.126.9完全相同。,1935.0,不明,纸张尺寸：55.7厘米×23.2厘米（21又15/16英寸×9又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025564_dynmc?width=3000&height=3000,3,暂无
门楣饰物：鹿背寿星“挂钱”纹饰,清朝,印刷品,拼贴印刷与剪裁纸元素：红色剪纸装饰，附贴木版印刷图案；纸本水墨设色。可能源自北京；参照1935.36.126.10号藏品。,1935.0,不明,纸张尺寸：55.7 × 23.2厘米（21又15/16 × 9又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025565_dynmc?width=3000&height=3000,3,暂无
门楣饰件：挂钱图案（含韩湘子与吕洞宾形象）,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰附贴木版印刷图案；纸本水墨设色。可能出自北京；与藏品1935.36.126.1完全相同。,1935.0,不明,纸张尺寸：55.7厘米×23.2厘米（21又15/16英寸×9又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025566_dynmc?width=3000&height=3000,3,暂无
门楣饰物：钟离权与张果老“挂钱”,清朝,版画,拼贴印刷与剪裁纸艺元素：红色剪纸装饰配以木版印刷贴花图案；纸本水墨设色。可能出自北京；与藏品1935.36.126.2完全相同。,1935.0,不明,纸张尺寸：55.7 × 23.2 厘米（21又15/16 × 9又1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025567_dynmc?width=3000&height=3000,3,暂无
门楣饰件：悬钱与曹国舅、李铁拐,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴画；纸本水墨设色。可能出自北京；与藏品1935.36.126.3完全相同。,1935.0,不明,纸张尺寸：55.7 × 23.2 厘米（21 15/16 × 9 1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025568_dynmc?width=3000&height=3000,3,暂无
门楣饰物：挂钱与蓝采和、何仙姑,清朝,印刷品,拼贴印刷与剪纸元素：红色剪纸装饰配以木版印刷贴画；纸本水墨设色。可能出自北京；与1935.36.126.4号藏品完全相同。,1935.0,不明,纸张尺寸：55.7厘米×23.2厘米（21又15/16英寸×9又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV025572_dynmc?width=3000&height=3000,3,暂无
