name,dynasty,type,description,entry_time,Author,size,materials,图片URL,museum_id
棺木箱木材,辽代,"随葬品  
棺椁  
绘画  
残片",木材与颜料,1925,不明,84.5 × 7 × 6.3 厘米（33 1/4 × 2 3/4 × 2 1/2 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018-1958139/full/!650,650/0/default.jpg",2
佛首,唐朝,雕塑,砂岩,1980,不明,高24.2厘米，宽10.0厘米，厚11.1厘米（9又1/2 × 3又15/16 × 4又3/8英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV42532/full/!650,650/0/default.jpg",2
箱式棺台（饰有狮子与花卉纹样）,辽代,"随葬品  
棺椁  
绘画  
残片",木材与颜料,1959,不明,"a件：16×226.5×3.5厘米（6又5/16×89又3/16×1又3/8英寸）  
b件：31.5×226×3.6厘米（12又3/8×89×1又7/16英寸）  
c件：32×221.5×3.7厘米（12又5/8×87又3/16×1又7/16英寸）  
d件：32.7×227×3.8厘米（12又7/8×89又3/8×1又1/2英寸）  
e件：17.4×226.5×4.3厘米（6又7/8×89又3/16×1又11/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-82A-E/full/!650,650/0/default.jpg",2
面板（描绘龙舟与人物）,辽代,"随葬品  
棺椁  
绘画  
残片",木与颜料,1977,不明,85 × 49 × 2.1 厘米（33 7/16 × 19 5/16 × 13/16 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-102/full/!650,650/0/default.jpg",2
一组描绘女性的嵌板之一,辽代,"棺椁  
绘画  
残片  
随葬品",木与颜料,1902,不明,80.5 × 28 × 2 厘米（31又11/16 × 11 × 13/16 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-76F/full/!650,650/0/default.jpg",2
棺台（动物纹饰）,辽代,"棺木  
绘画  
残片  
随葬品",木材与颜料,2008,不明,33 × 135.6 × 3.3 厘米（13 × 53又3/8 × 1又5/16 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-78A_LFT/full/!650,650/0/default.jpg",2
女性立像,唐朝,雕像,铅,1987,不明,高18.2厘米，宽5.4厘米，厚0.7厘米（7又3/16×2又1/8×1/4英寸）,铅,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024703/full/!650,650/0/default.jpg",2
何,后周,"青铜器
容器（器皿）",青铜,1983,不明,高14.0厘米，带柄宽21.0厘米，直径14.7厘米（5又1/2×8又1/4×5又13/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024494/full/!650,650/0/default.jpg",2
镜子,唐朝,"装饰  
手镜",青铜,1967,不明,直径16.9厘米，厚1.0厘米（6又5/8英寸×3/8英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV022529/full/!650,650/0/default.jpg",2
描绘三人形象的嵌板,辽代,"棺椁  
绘画  
残片  
随葬品",木,1947,不明,71 × 26.2 × 1.8 厘米（27又15/16 × 10又5/16 × 11/16 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-108/full/!650,650/0/default.jpg",2
棺台（动物纹饰）,辽代,"棺木  
绘画  
碎片  
随葬品",木与颜料,1984,不明,32.8 × 133.8 × 3.5 厘米（12 15/16 × 52 11/16 × 1 3/8 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-78E_LFT/full/!650,650/0/default.jpg",2
东方朔偷桃,明朝,"立轴
绘画
卷轴画
中国画风格",立轴；绢本水墨淡彩,1939,吴伟（传）,"画作尺寸：179 x 91厘米（70又1/2 x 35又13/16英寸）  
装裱尺寸：304 x 106.5厘米（119又11/16 x 41又15/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1947-75/full/!650,650/0/default.jpg",2
根木桌旁的仕女,清朝,"挂轴  
绘画  
卷轴画  
中国画风格",立轴；绢本设色，白描描金,1940,匿名,"画幅：150 x 90 厘米（59 1/16 x 35 7/16 英寸）  
装裱：232 x 96.9 厘米（91 5/16 x 38 1/8 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2039559/full/!650,650/0/default.jpg",2
山水,明朝,"画作
卷轴画
中国画风格",木板装裱挂轴；绢本设色,1980,文徵明,画作尺寸：131 × 67厘米（51又9/16 × 26又3/8英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV02773/full/!650,650/0/default.jpg",2
驴栏,清朝,"立轴  
绘画  
卷轴画  
中国画风格",绢本设色立轴,1977,吕学,"画心：183.4厘米×93.3厘米（72又3/16英寸×36又3/4英寸）
裱褙：290.5厘米×109.5厘米（114又3/8英寸×43又1/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1946-197_02/full/!650,650/0/default.jpg",2
观音,清朝,"立轴
绘画
卷轴画
中国画风格",立轴；蓝底金绘,1977,闵贞,"画作：66 × 51.5厘米（26 × 20又1/4英寸）  
装裱：212.5 × 69.5厘米（83又11/16 × 27又3/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1946-127/full/!650,650/0/default.jpg",2
象牙雕百子图鼻烟壶,清朝,"鼻烟壶  
象牙制品",高浮雕彩绘象牙,1998,不明,带盖高9.6厘米，宽6.8厘米，厚3.5厘米（3又3/4×2又11/16×1又3/8英寸）,象牙,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV020031/full/!650,650/0/default.jpg",2
西湖游艇图,清朝,"挂轴  
绘画  
卷轴画  
中国画风格",立轴；纸本设色,1909,钱杜,"画心：87×42厘米（34又1/4×16又9/16英寸）
裱褙：240×59厘米（94又1/2×23又1/4英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1978-20/full/!650,650/0/default.jpg",2
晓发椒门,清朝,"画册
绘画
中国画风格",册页；纸本设色,1965,王翬,"画作尺寸：40.4 × 32.8厘米（15又7/8 × 12又15/16英寸）  
画叶尺寸：47.8 × 37.5厘米（18又13/16 × 14又3/4英寸）  
衬板尺寸：50.8 × 40.6厘米（20 × 16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV03810/full/!650,650/0/default.jpg",2
柳树鹿纹盘,乾隆年间,"陶瓷  
盘子（餐具）  
中国陶瓷风格  
青花瓷",青花瓷,1962,不明,高2.4厘米，直径23.0厘米（15/16×9 1/16英寸）,釉下彩瓷器,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV023488/full/!650,650/0/default.jpg",2
河流景观,清朝,"挂轴  
绘画  
卷轴画  
中国画风格",立轴；纸本设色,1950,陆暐,"画心：142 x 40.4厘米（55又7/8 x 15又7/8英寸）
裱褙：227 x 54厘米（89又3/8 x 21又1/4英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1970-309/full/!650,650/0/default.jpg",2
花瓶,康熙年间,"陶瓷  
花瓶  
中国陶瓷风格",清宫御用器；黄釉陶器,1909,不明,高8.9厘米，直径8.3厘米（3又1/2 x 3又1/4英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV023268/full/!650,650/0/default.jpg",2
崖下孤舟（愚奴自主图）,宋朝,"中国画风格
立轴
绘画
卷轴画",挂轴；绢本水墨,1988,夏森,"画心：117×55厘米（46又1/16×21又5/8英寸）
裱件：282×69厘米（111×27又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1947-136/full/!650,650/0/default.jpg",2
《神女下降图》,明朝,"绘画  
卷轴画  
手卷  
中国画风格",手卷；绢本设色,1904,匿名,画作尺寸：36 × 76厘米（14又3/16 × 29又15/16英寸），整体高度38.5厘米,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2018-1953085/full/!650,650/0/default.jpg",2
钱塘江潮,清朝,"挂轴画  
绘画  
卷轴画  
中国画风格",立轴；绢本设色,1945,传为王云所作,"画心：116×48.5厘米（45又11/16×19又1/8英寸）
裱褙：262×62.5厘米（103又1/8×24又5/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1949-102/full/!650,650/0/default.jpg",2
红衣仕女图,清朝,"挂轴画  
绘画  
卷轴画  
中国画风格",立轴；纸本设色,1930,匿名,"画心：149×94.5厘米（58又11/16×37又3/16英寸）
裱褙：232×106厘米（91又5/16×41又3/4英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1949-105/full/!650,650/0/default.jpg",2
风景,明朝,"绘画
卷轴画
中国画风格",暂无,1922,唐寅,画心：63.5×33厘米（25×13英寸）；整体：101.8×48.5厘米（40又1/16×19又1/8英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV02778/full/!650,650/0/default.jpg",2
翠绿釉倒泪滴形鼻烟壶,康熙年间,"鼻烟壶  
粉彩  
中国陶瓷风格",五彩瓷,1989,不明,带塞高10.4厘米，宽3.8厘米，深5.7厘米（4又1/8×1又1/2×2又1/4英寸）,"珐琅
瓷器","https://media.artmuseum.princeton.edu/iiif/3/collection/INV020337/full/!650,650/0/default.jpg",2
雪景,清朝,"挂轴
绘画
卷轴画
中国画风格",挂轴；彩色细节,1978,李寅（传）,"画作尺寸：179×51厘米（70又1/2×20又1/16英寸）
装裱尺寸：302×59.8厘米（118又7/8×23又9/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1949-103/full/!650,650/0/default.jpg",2
锦缎女子肖像,清朝,"挂轴
绘画
卷轴画
中国画风格",立轴；绢本设色,1962,匿名,"画心：140 x 84厘米（55又1/8 x 33又1/16英寸）
裱褙：198 x 94.5厘米（77又15/16 x 37又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1947-159/full/!650,650/0/default.jpg",2
论书法,清朝,"挂轴  
卷轴画  
中国画风格",四幅挂轴（装框）；纸本水墨,1941,赵之谦,"书法（每幅）：134.5 × 32 厘米（52 15/16 × 12 5/8 英寸）
画框（每幅）：164.8 × 43.5 × 2 厘米（64 7/8 × 17 1/8 × 13/16 英寸）","纸（纤维制品）
墨","https://media.artmuseum.princeton.edu/iiif/3/collection/1998-130A-D/full/!650,650/0/default.jpg",2
郊外豆在他的乡间小屋,清朝,"挂轴
绘画
卷轴画
中国画风格",立轴；纸本设色,1915,罗聘（传）,"画心：38×56厘米（14又15/16×22又1/16英寸）  
裱褙：183×66厘米（72又1/16×26英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1978-43/full/!650,650/0/default.jpg",2
山水画册,明朝,"画册
绘画
中国画风格",册页，纸本水墨淡彩,1938,文嘉,"画作：25 x 30.2 厘米（9 13/16 x 11 7/8 英寸）  
画页：59.1 x 37.2 厘米（23 1/4 x 14 5/8 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1978-44B/full/!650,650/0/default.jpg",2
黄道周（1585–1646）诗四首,清朝,"册页  
书法（文字）  
书法（视觉作品）  
诗词",册页；纸本水墨,2010,沈曾植,"书法：27 x 37.2 厘米（10 5/8 x 14 5/8 英寸）  
画心：37.5 x 63.3 厘米（14 3/4 x 24 15/16 英寸）","纸（纤维制品）
墨","https://media.artmuseum.princeton.edu/iiif/3/collection/INV03820/full/!650,650/0/default.jpg",2
龙形吊坠,"东周  
战国时期","吊坠（首饰）  
玉石  
装饰品",白玉,1935,不明,高4.8厘米，宽2.8厘米，厚0.5厘米（1又7/8×1又1/16×3/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV019781/full/!650,650/0/default.jpg",2
鼻烟壶,乾隆年间,"玻璃工艺
鼻烟壶",黄色套料玻璃,1923,不明,带塞高7.8厘米，宽4.0厘米，厚2.4厘米（3又1/16×1又9/16×15/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV021316/full/!650,650/0/default.jpg",2
鼻烟壶,乾隆年间,"水晶（按材质分类）
鼻烟壶",水晶,1909,不明,带塞高6.0厘米，宽4.9厘米，厚1.8厘米（2又3/8×1又15/16×11/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV020003/full/!650,650/0/default.jpg",2
蝉形雕玉鼻烟壶,清朝,鼻烟壶,雕琢白玉,1948,不明,高7.6厘米，宽3.4厘米，厚2.5厘米（3×1又5/16×15/16英寸）,玉,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV019823/full/!650,650/0/default.jpg",2
石质双联鼻烟壶，带横向纹饰,清朝,石制鼻烟壶,杏仁状玄武岩（休斯目录）或含彩色包裹体的火山石英（2002年文字档案）,1948,不明,高6.6厘米，宽5.0厘米，厚2.4厘米（带塞；2又5/8×1又15/16×15/16英寸）,"玄武岩
石英","https://media.artmuseum.princeton.edu/iiif/3/collection/INV020751/full/!650,650/0/default.jpg",2
鼻烟壶,乾隆年间,玛瑙鼻烟壶,穆里纳玛瑙,1985,不明,带塞高7.2厘米，宽5.2厘米，厚2.4厘米（2又13/16×2又1/16×15/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV021319/full/!650,650/0/default.jpg",2
碧玉玻璃鼻烟壶，带透雕“螭龙”耳饰,清朝,玛瑙鼻烟壶,玻璃,1980,不明,带塞高6.2厘米，宽4.1厘米，厚1.3厘米（2又7/16×1又5/8×1/2英寸）,玻璃,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV021217/full/!650,650/0/default.jpg",2
鼎,周朝,"鼎
青铜器",青铜,1986,不明,高20.2厘米，直径19.5厘米（7又15/16×7又11/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024467/full/!650,650/0/default.jpg",2
钟（铃）,西汉,"钟（体鸣乐器）
乐器
青铜器",青铜,1979,不明,高3.4厘米，宽4.0厘米，厚1.6厘米（1又5/16×1又9/16×5/8英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV020862/full/!650,650/0/default.jpg",2
食器（簋）,周朝,"烹饪器皿
青铜器",青铜,1978,不明,13.2 × 26.5 × 17.5 厘米，2020克（5又3/16 × 10又7/16 × 6又7/8英寸）,青铜,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2016_39222/full/!650,650/0/default.jpg",2
甲骨,"商代
安阳时期","礼器  
宗教器物",牛肩胛骨,1948,不明,保存状况：高10.7厘米，宽2.6厘米，厚0.5厘米（4又3/16×1×3/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV019767/full/!650,650/0/default.jpg",2
小型三足炊器（鼎）,商朝,"鼎
青铜器",青铜,1985,不明,带柄高6.6厘米，直径5.2厘米（2又5/8×2又1/16英寸）,青铜,"https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_241029_18128/full/!650,650/0/default.jpg",2
残豆片,"商朝
安阳时期","陶瓷  
容器（器皿）  
碎片",陶瓷,1937,不明,高5.0厘米，宽8.2厘米，厚2.7厘米（1又15/16×3又1/4×1又1/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV020890/full/!650,650/0/default.jpg",2
砖块,周朝,拓片,拓片；纸本墨拓,2001,不明,画作尺寸：53.5×107.5厘米（21又1/16×42又5/16英寸）；装裱尺寸：58.9×128.5厘米（23又3/16×50又9/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04780/full/!650,650/0/default.jpg",2
《祝宋苏文忠公生日图》,清朝,拓片,立轴；纸本墨拓,1907,孔昭铎（画家，山水画），传为沈捷（刻工）所作,"画幅：51.5×115.2厘米（20又1/4×45又3/8英寸）
装裱：56.2×129.8厘米（22又1/8×51又1/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05359/full/!650,650/0/default.jpg",2
高雄阿弥陀佛座像,刘宋,拓片,手卷；纸本墨拓,1935,不明,尺寸：画心16×128厘米（6又5/16×50又3/8英寸） 装裱23×152厘米（9又1/16×59又13/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV08754/full/!650,650/0/default.jpg",2
千手,清朝,拓片,挂轴；纸本拓片,2003,"海观量周，刻工  
寂智，刻工","画面尺寸：119×62.8厘米（46又7/8×24又3/4英寸）
装裱尺寸：140×67厘米（55又1/8×26又3/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05347/full/!650,650/0/default.jpg",2
人像,分裂时期,拓片,挂轴；纸本墨拓,1901,不明,尺寸：20.5×88厘米（8又1/16×34又5/8英寸）30×109厘米（11又13/16×42又15/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04745/full/!650,650/0/default.jpg",2
风景人物图,南北朝时期,拓片,拓片；纸本墨拓,1928,不明,图像尺寸：35.6厘米×103厘米（14英寸×40又9/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04743/full/!650,650/0/default.jpg",2
浮雕,东汉,拓片,纸本；墨拓,1938,不明,"图像尺寸：60.5厘米×214.5厘米（23又13/16英寸×84又7/16英寸）
含框尺寸：67厘米×244.5厘米（26又3/8英寸×96又1/4英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05389/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信函（通信）",册页；墨书于木版印刷信笺纸上，饰以描金书法纹样,2005,沈曾植,书法作品：27.7 × 14.6厘米（10又7/8 × 5又3/4英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05905/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信札",册页；木版印刷蔬果纹笺纸水墨,1957,骆秉章,书法作品：23.9 × 13.3 厘米（9 7/16 × 5 1/4 英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05876/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信札",册页；木版印刷笺纸上的墨迹,1953,刘铭传,"书法（uu）：22.3 × 12.4 厘米（8 3/4 × 4 7/8 英寸）
书法（vv）：22.4 × 12.3 厘米（8 13/16 × 4 13/16 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05886/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信札（通信）",册页；纸本水墨,1921,不明（？文勰）,书法（g）：22.4 × 13.2厘米（8 13/16 × 5 3/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05850/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信札（通信）",册页；浅红纸本水墨,1953,康有为,"书法（ppp）：26 × 16.1 厘米（10 1/4 × 6 5/16 英寸）
书法（qqq）：26 × 16.1 厘米（10 1/4 × 6 5/16 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05903/full/!650,650/0/default.jpg",2
信,清朝,"册页
书法（视觉作品）
信札",册页；黄纸墨笔,1972,刘凤诰,"书法（单幅）：25.6 × 12.2 厘米（10 1/16 × 4 13/16 英寸）  
书法（整套）：25.7 × 12.2 厘米（10 1/8 × 4 13/16 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV05858/full/!650,650/0/default.jpg",2
钟,西汉,"钟（体鸣乐器）  
青铜器",青铜,1946,不明,高24.0厘米，宽11.8厘米，厚9.7厘米（9又7/16×4又5/8×3又13/16英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024710/full/!650,650/0/default.jpg",2
斧头,周朝,"斧（工具）  
斧（武器）  
青铜器",青铜,2003,不明,高18.7厘米，宽8.3厘米，厚4.0厘米（7又3/8×3又1/4×1又9/16英寸）,青铜,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024663/full/!650,650/0/default.jpg",2
酒器（爵）,西周,"酒杯
青铜器",青铜,2002,不明,高22.0厘米，宽17.8厘米，厚9.5厘米（8又11/16×7×3又3/4英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV024510/full/!650,650/0/default.jpg",2
镜子,唐朝,"装饰  
手镜",青铜,1967,不明,直径12.0厘米，厚1.3厘米（4又3/4英寸×1/2英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV022630/full/!650,650/0/default.jpg",2
《淳化阁法帖》,北宋,"拓片
册页",拓片；纸本墨拓,1960,不明,"书法：24.8×18.9厘米（9又3/4×7又7/16英寸）
册页：31.8×23.8×3.5厘米（12又1/2×9又3/8×1又3/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV06722/full/!650,650/0/default.jpg",2
孔子门徒,宋朝,"拓片
册页",册页；纸本水墨,1969,不明,"拓片：30.5×40.3厘米（12×15又7/8英寸）
整体：30.8×47.5厘米（12又1/8×18又11/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04551/full/!650,650/0/default.jpg",2
淳化阁法帖,北宋,"拓本
册页",拓片；纸本墨拓,1991,王羲之,"书法：24.8 × 18.9 厘米（9又3/4 × 7又7/16 英寸）
册页：31.8 × 23.8 × 4 厘米（12又1/2 × 9又3/8 × 1又9/16 英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV06767/full/!650,650/0/default.jpg",2
孔子弟子,宋朝,"拓本
册页",册页；纸本水墨,1976,不明,"拓片尺寸：30.5×40.3厘米（12×15又7/8英寸）
整体尺寸：30.8×47.5厘米（12又1/8×18又11/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04554/full/!650,650/0/default.jpg",2
孔子门徒,宋朝,"拓本
册页",册页；纸本水墨,1971,不明,"拓片尺寸：30.5×40.3厘米（12×15又7/8英寸）
整体尺寸：30.8×47.5厘米（12又1/8×18又11/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV04549/full/!650,650/0/default.jpg",2
《淳化阁法帖》,北宋,"拓片
册页",拓片；纸本墨拓,1999,不明,"书法：24.8厘米×18.9厘米（9又3/4英寸×7又7/16英寸）  
册页：31.8厘米×23.2厘米×3.8厘米（12又1/2英寸×9又1/8英寸×1又1/2英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV06916/full/!650,650/0/default.jpg",2
哀悼女子,后周,"陶瓷
雕像",细灰陶，红彩,1917,不明,高8.3厘米，宽8.8厘米，厚3.8厘米（3又1/4×3又7/16×1又1/2英寸）,暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV023189/full/!650,650/0/default.jpg",2
棺椁结构饰顶,辽代,"随葬品  
棺椁  
绘画  
顶饰  
残片",木,1960,不明,"a：22×41×10.5厘米（8又11/16×16又1/8×4又1/8英寸）  
b：22.1×37.1×9.4厘米（8又11/16×14又5/8×3又11/16英寸）  
c：12×22×8.9厘米（4又3/4×8又11/16×3又1/2英寸）  
d：11.9×19.7×8.4厘米（4又11/16×7又3/4×3又5/16英寸）  
e：13×19.3×9.2厘米（5又1/8×7又5/8×3又5/8英寸）  
f：11.7×18×8.5厘米（4又5/8×7又1/16×3又3/8英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/1995-98A-B/full/!650,650/0/default.jpg",2
驱魔师,清朝,"挂轴  
绘画  
卷轴画  
中国画风格",立轴；纸本水墨设色,1996,李世倬,"画作尺寸：107 x 54厘米（42又1/8 x 21又1/4英寸）
装裱尺寸：260 x 64厘米（102又3/8 x 25又3/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1946-122/full/!650,650/0/default.jpg",2
二仙与鹿,明朝,"挂轴
绘画
卷轴画
中国画风格",立轴；绢本设色,1909,匿名,"画作尺寸：140.5×81.4厘米（55又5/16×32又1/16英寸）
画框尺寸：150×90.5×1.7厘米（59又1/16×35又5/8×11/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/INV45308/full/!650,650/0/default.jpg",2
学者与鹤,元朝,"挂轴  
绘画  
卷轴画  
中国画风格",立轴；绢本设色,1923,倪瓚,"画心：114×63厘米（44又7/8×24又13/16英寸）  
裱褙：278.5×79.8厘米（109又5/8×31又7/16英寸）",暂无,"https://media.artmuseum.princeton.edu/iiif/3/collection/y1947-144/full/!650,650/0/default.jpg",2
