name,dynasty,type,description,entry_time,Author,size,图片URL,museum_id,materials
《帝王献香行进图》浮雕拓片（第3窟东北角）,南北朝时期,拓片,未装裱拓片；纸本墨拓,1946,不明,不规则尺寸：205 x 407.2厘米（80又11/16 x 160又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:795997?width=3000&height=3000,3,暂无
窑废品：建盏茶碗与匣钵内壁粘连,宋朝,器皿,建盏：深灰色炻器，施深褐色釉，带有氧化铁斑纹；匣钵以粗糙的红褐色烧制粘土制成。可能产自福建省建阳县水吉镇的窑址。,1946,不明,高12.8厘米，直径18.9厘米（5又1/16 x 7又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09334_dynmc?width=3000&height=3000,3,暂无
带火焰背光与底座的立姿菩萨像,隋朝,雕塑,青铜器；底座刻有铭文，年代为公元前587年,1947,不明,高13.9厘米（5又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS46633_dynmc?width=3000&height=3000,3,暂无
带火焰背光与底座的立姿道教人物像,唐朝,雕塑,鎏金铜,1947,不明,高12.7厘米，宽3.8厘米（5×1½英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP03841_dynmc?width=3000&height=3000,3,暂无
身着传统服饰的中国男子骑乘黑马,明治时代,印刷品,木版画（锦绘）；纸本设色,1947,歌川芳员,竖大判：高34.9厘米 × 宽24.3厘米（13又3/4英寸 × 9又9/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP07206_dynmc?width=3000&height=3000,3,暂无
大翼杯（耳杯）带抽象纹饰,战国时期（公元前475年-公元前221年）至西汉时期（公元前206年-公元9年）,器皿,彩绘漆器：木胎，外施黑漆与橙红漆。据传出自湖南长沙。,1947,不明,尺寸：高5厘米 × 宽24.5厘米 × 深18厘米（1又15/16英寸 × 9又5/8英寸 × 7又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS46610_dynmc?width=3000&height=3000,3,暂无
铸有风格化山纹饰的青铜镜陶范残片,周朝,工具与设备,红褐色陶土，带有模压纹饰,1948,不明,"高8.4厘米 × 宽12.5厘米（3又5/16英寸 × 4又15/16英寸）
镜面直径9厘米（3又9/16英寸）",https://nrs.hvrd.art/urn-3:HUAM:VRS46528_dynmc?width=3000&height=3000,3,暂无
器物口沿残片，饰有“饕餮”纹,商朝,碎片,瓷片：白陶，饰有雕刻和刻划纹样,1948,不明,高3.8厘米 × 宽3.1厘米 × 厚0.8厘米（1又1/2 × 1又1/4 × 5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS46529_dynmc?width=3000&height=3000,3,暂无
敞口浅盘，饰有风格化花卉纹样,明朝,器皿,陶瓷,1948,不明,2.86 × 15.88 厘米（1 1/8 × 6 1/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS46530_dynmc?width=3000&height=3000,3,暂无
铸造圆形叶缘龙纹徽章模具的一面,明朝,工具与设备,刻纹石模,1948,不明,高15.4厘米，宽7.4厘米（6又1/16英寸×2又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS46531_dynmc?width=3000&height=3000,3,暂无
骑俑立马,唐朝,雕塑,三彩陶器：模制白陶，施以透明、翠绿及焦糖棕铅釉，无釉处饰以冷彩。,1949,不明,高38.2厘米 × 长36.8厘米 × 深12厘米（15又1/16英寸 × 14又1/2英寸 × 4又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:46237_dynmc?width=3000&height=3000,3,暂无
双龙纹铜镜,汉朝,镜子,铸铜,1949,不明,直径19厘米（7 1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP09237_dynmc?width=3000&height=3000,3,暂无
饰西王母东王公海浪纹浮雕神兽镜,汉朝,镜子,鎏金青铜铸造,1949,不明,直径14.2厘米×高1.4厘米（5又9/16英寸×9/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS80408_dynmc?width=3000&height=3000,3,暂无
浮雕狮子纹圆镜,唐朝,镜子,铸铜,1949,不明,直径21.2厘米×厚1.8厘米（8又3/8英寸×11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:51071_dynmc?width=3000&height=3000,3,暂无
觚礼器酒尊，饰有饕餮纹与夔龙纹,商朝,容器,铸铜,1959,不明,高27.5厘米，直径16厘米（10又13/16英寸×6又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:779352?width=3000&height=3000,3,暂无
窑废品：敞口圆碗,北宋（960-1127年）至金（1115-1234年）时期,器皿,耀州窑器：浅灰色炻器，施有烧制失误的橄榄褐青釉。出自陕西省铜川耀州窑。,1959,不明,直径10.2厘米（4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08289_dynmc?width=3000&height=3000,3,暂无
窑废品：敞口圆碗,北宋（960-1127年）至金（1115-1234年）时期,器皿,耀州窑器：浅灰色炻器，釉色为烧制失误的橄榄褐青瓷釉，带有窑粘。出自陕西省铜川耀州窑。,1959,不明,直径10.2厘米（4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08290_dynmc?width=3000&height=3000,3,暂无
瓷片：来自易州的陶器碎片,辽代,碎片,陶瓷,1959,不明,10.16厘米（4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP13749_dynmc?width=3000&height=3000,3,暂无
残片：饰有云中盘龙浮雕的大型八角镜半面,唐朝,镜子,铸铜,1959,不明,直径27.7厘米 × 宽15.4厘米（10又7/8 × 6又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP03818_dynmc?width=3000&height=3000,3,暂无
收复天津城,清朝,印刷品,木版画：纸本设色,1959,不明,"画心：33.3 × 59.7 厘米（13 1/8 × 23 1/2 英寸）
纸本：35.2 × 63 厘米（13 7/8 × 24 13/16 英寸）",https://nrs.hvrd.art/urn-3:HUAM:STR020795?width=3000&height=3000,3,暂无
双果桃枝纹卵形小罐,明朝,器皿,青花瓷：以釉下钴蓝彩绘装饰的瓷器。可能产自江西省景德镇窑。,1960,不明,高5.7厘米 × 直径5.5厘米（2又1/4 × 2又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08823_dynmc?width=3000&height=3000,3,暂无
大卷轴瓶配四扇尖拱形面板，饰有单幅山水画,清朝,器皿,蓝地描金开光五彩瓷：此瓷器以釉下钴蓝粉末为底，饰以釉上多彩珐琅，开光部分采用釉上金彩绘制纹样；底部饰有釉下钴蓝双圈。,1960,不明,高44.5厘米（17又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS43732_dynmc?width=3000&height=3000,3,暂无
大型带盖卵形罐，四块尖拱形面板饰有单一山水图案,清朝,器皿,蓝白釉彩瓷：瓷身呈尖拱形开光，饰以釉上多彩珐琅，开光处留白，衬以釉下钴蓝粉彩底，上绘釉上金彩纹饰；底部饰有釉下钴蓝双圈。,1960,不明,高47厘米（18又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS43732_dynmc?width=3000&height=3000,3,暂无
大型带盖卵形罐，四块尖拱形面板饰有单一山水图案,清朝,器皿,蓝地描金开光五彩瓷：此瓷器以釉下钴蓝粉末为底，饰以釉上多彩珐琅，开光部分采用釉上金彩绘制纹样；底部饰有釉下钴蓝双圈。,1960,不明,高47厘米（18又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS43732_dynmc?width=3000&height=3000,3,暂无
大敞口束颈长方四季花卉纹瓶,清朝,容器,黑彩瓷（famille noir类型）：釉上五彩瓷；底部带有钴蓝釉下彩绘的艾叶纹饰与飘带状款识,1960,不明,高47.3厘米（18又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08862_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,丝绸以“缂丝”织法织就，精选部分采用金属金线与孔雀羽丝交织而成。,1960,不明,139.2 × 229 厘米（54又13/16 × 90又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:74388_dynmc?width=3000&height=3000,3,暂无
喇嘛僧袍,清朝,纺织艺术,丝绸，采用“缂丝”织锦工艺精选元素织就。,1960,不明,不规则尺寸：147.4 x 114厘米（58 1/16 x 44 7/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV124174_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,棕色缎面底，绣有装饰,1960,不明,146 × 211 厘米（57 1/2 × 83 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06482_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,丝绸缂丝织锦，精选部分以金属金线织就,1960,不明,145 × 213 厘米（57 1/16 × 83 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06507_dynmc?width=3000&height=3000,3,暂无
短袖水仙纹长袍,清朝,纺织艺术,丁香色缎地绣花,1960,不明,最大高度141厘米，宽度150厘米（55又1/2英寸×59又1/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06456_dynmc?width=3000&height=3000,3,暂无
妃嫔龙纹袍,清朝,纺织艺术,深蓝色缎面底，织有锦缎花纹,1960,不明,142 × 201 厘米（55 7/8 × 79 1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06453_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,缂丝织锦，精选部分以金线织就。,1960,不明,148 x 190 厘米（58 1/4 x 74 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06476_dynmc?width=3000&height=3000,3,暂无
绣龙纹女袍,清朝,纺织艺术,暂无,1960,不明,122 × 147 厘米（48 1/16 × 57 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06470_dynmc?width=3000&height=3000,3,暂无
帝陵龙纹袍,清朝,纺织艺术,蓝地刺绣纹饰绸,1960,不明,137.2 × 185.8 厘米（54 × 73 1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06438_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,丝绸“缂丝”挂毯织法，精选部分以银丝线织就,1960,不明,144.9 × 219 厘米（57又1/16 × 86又1/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06417_dynmc?width=3000&height=3000,3,暂无
御用服饰——“鞑靼虎将”战袍,清朝,纺织艺术,暂无,1960,不明,97 × 180 厘米（38 3/16 × 70 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06459_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,蓝缎地织锦纹饰,1960,不明,131 × 227 厘米（51 9/16 × 89 3/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06468_dynmc?width=3000&height=3000,3,暂无
花卉纹饰女袍,清朝,纺织艺术,蓝地纱绣花罗,1960,不明,139 × 188 厘米（54 3/4 × 74 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06472_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,蓝色斜纹绸底料，长短缎绣。,1960,不明,135.3 × 185 厘米（53 1/4 × 72 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06422_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,薰衣草色斜纹绸底配织锦纹饰,1960,不明,137 × 220.5 厘米（53 15/16 × 86 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06478_dynmc?width=3000&height=3000,3,暂无
戏剧服装 - 武士双片裙,清朝,纺织艺术,暂无,1960,不明,76.7 × 62 厘米（30 3/16 × 24 7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06434_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,丝绸以缂丝织法织就，精选元素以金线织入。,1960,不明,142.5 × 186.1 厘米（56 1/8 × 73 1/4 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06424_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,蓝色丝绸底布，饰以织锦纹样,1960,不明,134 × 192 厘米（52 3/4 × 75 9/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06426_dynmc?width=3000&height=3000,3,暂无
朝服（龙纹）,清朝,纺织艺术,深蓝色刺绣纱罗,1960,不明,149 × 217 厘米（58又11/16 × 85又7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06462_dynmc?width=3000&height=3000,3,暂无
正式朝服（朝服）饰龙纹,清朝,纺织艺术,丝绸“缂丝”挂毯织法，精选部分以银丝线织就,1960,不明,140 × 220.6 厘米（55 1/8 × 86 7/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06442_dynmc?width=3000&height=3000,3,暂无
凤龙纹饰女式背心,清朝,纺织艺术,深蓝缎地绣花,1960,不明,99.5 × 59.5 厘米（39又3/16 × 23又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10169_dynmc?width=3000&height=3000,3,暂无
饰有蝴蝶纹样的女式外套,清朝,纺织艺术,厚重的黑色缎面，饰有织锦花纹,1960,不明,最大高度118.5厘米×宽度148.5厘米（46又5/8英寸×58又7/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06444_dynmc?width=3000&height=3000,3,暂无
饰有人物图案的女式外套,清朝,纺织艺术,深蓝色缎面配金线织锦,1960,不明,105.5 × 154 厘米（41 又 9/16 × 60 又 5/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06454_dynmc?width=3000&height=3000,3,暂无
蝶纹圆饰女袍,清朝,纺织艺术,红绸斜纹绣花饰,1960,不明,145.2 × 193 厘米（57又3/16 × 76 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06420_dynmc?width=3000&height=3000,3,暂无
道士袍,清朝,纺织艺术,蓝绸上绣有金线盘绕与多彩打结纹饰,1960,不明,139.8 × 165.2 厘米（55 又1/16 × 65 又1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06411_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,蓝地织锦,1960,不明,139.6 × 190.4 厘米（54 15/16 × 74 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06415_dynmc?width=3000&height=3000,3,暂无
龙纹御袍（缺领及下袖）,清朝,纺织艺术,刺绣纱罗,1960,不明,136.5 × 126.5 厘米（53又3/4 × 49又13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06436_dynmc?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,黄地刺绣纹饰,1960,不明,152.6 × 188 厘米（60 1/16 × 74 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06413_dynmc?width=3000&height=3000,3,暂无
皇后龙纹朝袍,清朝,纺织艺术,深蓝底地，饰以缂丝织造的团花纹样。,1960,不明,157.4 × 190 厘米（61 15/16 × 74 13/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:797166?width=3000&height=3000,3,暂无
龙纹御袍,清朝,纺织艺术,金黄米色丝绸锦缎,1960,不明,129.5 × 220.5厘米（51 × 86又13/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP06480_dynmc?width=3000&height=3000,3,暂无
女子方巾,明朝,纺织艺术,丝绸,1960,不明,61.6 × 61.4 厘米（24 1/4 × 24 3/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:74470_dynmc?width=3000&height=3000,3,暂无
领子,清朝,纺织艺术,暂无,1960,不明,87 × 30.5 厘米（34 1/4 × 12 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10284_dynmc?width=3000&height=3000,3,暂无
女士无袖花卉盆景纹饰短上衣,清朝,纺织艺术,浅米色缎面，饰有刺绣纹样,1960,不明,不规则尺寸：152.2 × 169.2厘米（59又15/16 × 66又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:74471_dynmc?width=3000&height=3000,3,暂无
皇袍裹衣,清朝,纺织艺术,暂无,1960,不明,102.5 × 108.5 厘米（40 3/8 × 42 11/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10170_dynmc?width=3000&height=3000,3,暂无
吉祥纹饰靠垫套,清朝,纺织艺术,丝绸,1960,不明,不规则形制：11.1×65.4×60.1厘米（4又3/8×25又3/4×23又11/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10282_dynmc?width=3000&height=3000,3,暂无
桌子方块,清朝,纺织艺术,暂无,1960,不明,96.5 × 89.6 厘米（38 × 35又1/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10039_dynmc?width=3000&height=3000,3,暂无
“康”饰双对龙凤纹盖,明朝,纺织艺术,丝绸,1960,不明,尺寸：104.9 × 170 厘米（41 5/16 × 66 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10204_dynmc?width=3000&height=3000,3,暂无
御座椅垫套,清朝,纺织艺术,暂无,1960,不明,110.7 × 108.2 厘米（43又9/16 × 42又5/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10205_dynmc?width=3000&height=3000,3,暂无
竖墓悬饰,清朝,纺织艺术,暂无,1960,不明,172.5×70.5厘米（67又15/16×27又3/4英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10161_dynmc?width=3000&height=3000,3,暂无
墓帐,清朝,纺织艺术,暂无,1960,不明,148.5 × 123.1 厘米（58 又 7/16 × 48 又 7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARPST10162_dynmc?width=3000&height=3000,3,暂无
