name,dynasty,type,description,entry_time,Author,size,materials,图片URL,museum_id
册页；绘画,清朝,册页 | 绘画,册页。船。中国船只。纸本水墨（欧洲）。,1877.0,不明,高度：46.50厘米（册页）| 宽度：55.80厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2016_2/4_15/2bfb5a06_65c7_4bd1_8e02_a5a200fa48c7/1.jpg,1
画册；绘画,暂无,册页 | 绘画,四幅册页，设色；仿古风格的人物与山水。纸本水墨设色。署款、钤印、纪年。,1991.0,制作者：钱小纯,高度：34.50厘米（编号3）| 高度：34.40厘米（编号4）| 高度：34.30厘米（编号1及2）| 宽度：34.20厘米（编号3）| 宽度：34.30厘米（编号4）| 宽度：34.30厘米（编号1及2）,纸,无图片,1
册页；绘画,暂无,册页 | 绘画,册页。八开。绘画。纸本水墨。梅、山茶、芭蕉、菊、荷、牡丹、白菜、月季、秋葵。,1993.0,作者：陈半丁,高度：22.50厘米（每件）| 宽度：13.70厘米（每件）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_3/a69dc3a8_12ef_436c_86bd_a3bb003cfc7f/mid_00295900_001.jpg,1
画册；绘画,暂无,册页 | 绘画,十二开山水画册。纸本水墨设色。第一至七页为经折装，第八至十二页为散页夹装。,1993.0,作者：黄宾虹,高度：44.90厘米（每页）| 宽度：33.80厘米（每页）,纸,无图片,1
册页；绘画,清朝,册页 | 绘画,册页。历史题材。三国故事图，附汉满双语题跋。纸本设色描金。,1983.0,不明,长度：44.10厘米 | 宽度：43.80厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_21/1120a231_2e12_445a_b4a0_a3b8015f9fa9/mid_00334582_001.jpg,1
册；绘画,暂无,册页 | 绘画,册页。八开山水。纸本设色。每开钤印。,1984.0,归为：戴熙,高度：26.60厘米 | 宽度：34.10厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_16/eb322965_6a0c_4baa_902a_a3bf0109c20e/mid_00526526_001.jpg,1
册；画,清朝,册页 | 绘画,小折页册，每幅画为双叶。山水（纸本水墨）与花卉（纸本设色）。,1877.0,声称作者：恽寿平,"高度：9厘米（画作与册页）  
宽度：13.80厘米（册页）  
宽度：17.50厘米（每幅双页图像）",纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_12/e878b34e_02b0_45de_a6ab_a3bf00ce593e/mid_00512343_001.jpg,1
画册；绘画,明朝,画册 | 绘画,册页。枝上乌鸦。绢本水墨。,1902.0,流派/风格：陈继儒（陈继儒派）,高度：26厘米 | 宽度：21.70厘米,纺织品,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/9542fbf7_09b8_4cf3_b243_a3ba00fea99d/mid_00241434_001.jpg,1
册页；扇面；书法；绘画,暂无,册 | 扇 | 书法 | 绘画,扇页。六角形扇面。绢本水墨。题款并纪年。山水与书法。,1993.0,制作者：戴熙,高度：23.50厘米 | 宽度：25厘米,纸 | 丝,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/08b37142_83cb_453f_a58e_a3ba010372e1/mid_00243018_001.jpg,1
册；画,明朝,册页 | 绘画,册页。山水。纸本设色。,1902.0,流派/风格：沈周,高度：31.60厘米 | 宽度：24.80厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/bacd211c_7b58_463f_b207_a3ba00fe8e10/mid_00241424_001.jpg,1
册页；绘画,清朝,画册 | 绘画,折页册。花卉与竹，每幅画作于对开册页。纸本设色。,1877.0,声称作者：金农,"高度：9厘米（册页整体及每幅画作）  
宽度：13.80厘米（册页）  
宽度：17.80厘米（每张对开册页）",纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_8/953d29c2_ab21_44d6_8ec9_a3bf008cbc3f/mid_00492245_001.jpg,1
册页；绘画,清朝,画册 | 绘画,册页。马拴于树。绢本设色。,1913.0,声称作者：赵孟頫,高：49.40厘米（册页）| 高：43.60厘米（画心）| 宽：37.40厘米（册页）| 宽：31.60厘米（画心）,丝,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_6/bf77e80c_3980_4607_897a_a3b9006a56d9/mid_00344858_001.jpg,1
册；扇；画,暂无,册页 | 扇面 | 绘画,圆形扇面（共三幅之一）装裱成册。水仙与牡丹。绢本设色。,1984.0,制作人：王振声 | 对比：耿三 | 对比：十分,直径：约24厘米,丝绸,无图片,1
册页；绘画,暂无,册页 | 绘画,折页册。纸本水墨。,1991.0,制作者：熊海,高度：11.20厘米（闭合状态）| 高度：11厘米（展开状态）| 高度：11厘米（画面部分）| 长度：217厘米（画面部分）| 宽度：10.10厘米（闭合状态）| 宽度：217厘米（展开状态）,纸,无图片,1
册；扇；画,暂无,册页 | 扇面 | 绘画,圆形扇面（共三幅之一）装裱成册。牡丹图。绢本设色。,1984.0,耿三制 | 十分制 | 王正生制,直径：24厘米,纸 | 丝,无图片,1
册页,伊斯兰,专辑,册页（正面）。肖像。一位中国女子。纸本。据登记，第57页。,1974.0,不明,高度：44厘米 | 宽度：25厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/1420a63d_e869_4853_af64_a3bb004e2faf/mid_00300684_001.jpg,1
册；画,暂无,册页 | 绘画,册页。竹。绢本水墨。,1936.0,流派/风格：吴镇,高度：21.50厘米 | 宽度：20厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_20/4134afad_edf4_45d9_8aa4_a3ba0158cf6d/mid_00261841_001.jpg,1
册；画,暂无,画册 | 绘画,册页。山水。纸本设色。,1877.0,不明,高度：44.30厘米（册页）| 宽度：22.30厘米（册页）,纸,无图片,1
画册；绘画,暂无,画册 | 绘画,册页。山水。绢本水墨。,1902.0,流派/风格：陈振,高度：32.40厘米 | 宽度：19.50厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/ad33ab9d_2151_4ce8_a8b3_a3ba00feba6a/mid_00241440_001.jpg,1
册页；绘画,清朝,册页 | 绘画,册页。树石图。纸本水墨。,1902.0,制作者：西冈,高度：17.80厘米 | 宽度：38厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/6eb5ab26_32a6_45e1_8928_a3ba00fecdde/mid_00241446_001.jpg,1
册；绘画,明朝,册页 | 绘画,彩绘册页。花卉。绢本设色。,1896.0,制作者：夏鼎,高度：55.50厘米（册页）| 高度：21.70厘米（画心）| 宽度：40.50厘米（册页）| 宽度：23.40厘米（画心）,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/ce407450_853a_4fbd_9d5c_a3ba00f7cfbf/mid_00239474_001.jpg,1
册页；绘画,明朝 | 清朝,册页 | 绘画,册页。山水。绢本设色。,1902.0,流派/风格：吴伟业,高度：29.10厘米 | 宽度：19.60厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/ef13ca5c_1564_436c_916d_a3ba00fe84ab/mid_00241420_001.jpg,1
册；扇；画,暂无,册页 | 扇面 | 绘画,册页。团扇。绢本设色。松枝。有款识。,1984.0,制作人：许彭寿,直径：约25厘米,丝,https://media.britishmuseum.org/media/Repository/Documents/2015_5/6_14/b3d7f678_5d26_4774_b25f_a49000f41755/mid_Add467_c_2008_0721_001_.jpg,1
册页；绘画,暂无,册 | 绘画,册页。山水。纸本设色。,1877.0,不明,高：40厘米（册页）| 宽：54.50厘米（册页）,纸,无图片,1
画册；绘画,清朝,册页 | 绘画,册页。山水。设色纸本。,1877.0,不明,高度：31.50厘米 | 宽度：41厘米,纸,无图片,1
画册；绘画；绘画,唐代,画册 | 绘画 | 绘画,三片册页正反面均绘有图案，展现兽首或禽首精灵（公牛、鹿、猫与另一猫科生物、乌鸦及公鸡）。每个精灵身旁皆伴有一名孩童。页面上存汉文与于阗文题记，其中一处揭示原共有十六位精灵。纸本设色。,1919.0,不明,高度：33厘米 | 宽度：8厘米（每片叶片）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_9/45f39c61_8afb_4d1d_b743_a3b5009ed217/mid_00000066_001.jpg,1
画册；绘画,明朝 | 清朝,册页 | 绘画,册页。松石图。纸本水墨。,1902.0,作者：萧云从,高度：24.90厘米 | 宽度：18.20厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/2bb55bac_f0fa_44e7_a451_a3ba00fea0db/mid_00241430_001.jpg,1
册；画,暂无,册页 | 绘画,册页。货郎图。设色纸本。,1877.0,不明,高度：45.50厘米（1492年） | 高度：29厘米（1493年） | 宽度：35.50厘米（1492年） | 宽度：48.50厘米（1493年）,纸,无图片,1
册页；扇面；书法；绘画,暂无,册 | 扇 | 书法 | 绘画,册页。团扇。篆书书法。绢本墨笔。,1984.0,制作者：翁鼎韶 | 对比：龙鸿文 | 对比：季昌,直径：约25厘米,丝绸,无图片,1
画册；绘画,明朝,册页 | 绘画,册页。松树。纸本水墨设色。,1902.0,流派/风格：姚绶,高度：29.90厘米 | 宽度：23.70厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/9acc6c97_edca_40c3_9b84_a3ba00feac23/mid_00241436_001.jpg,1
画册；绘画,清朝,册页 | 绘画,绢本墨梅图册页,1902.0,流派/风格：童钰,高度：27.70厘米 | 宽度：21.70厘米,纺织品,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/dd61dfa6_d155_4d87_bb15_a3ba00fec7b9/mid_00241444_001.jpg,1
册；画,清朝,画册 | 绘画,册页。花果。纸本设色。,1902.0,制作者：童元,高度：21.40厘米 | 宽度：22.30厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/2959e339_b049_4917_b9b0_a3ba00fec14a/mid_00241442_001.jpg,1
画册；绘画,清朝,册页 | 绘画,册页。菊竹图。款识并钤印二方。纸本水墨。,1902.0,制作者：云元瑞,高度：21厘米 | 宽度：27.80厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/e655d7ad_ebd3_42e2_ada5_a3ba00feb34e/mid_00241438_001.jpg,1
画册（文件夹13）；绘画,暂无,册页 | 绘画,册页夹。乐师。纸本设色。,1877.0,不明,高度：25厘米 | 宽度：33.50厘米,纸,无图片,1
册；画,暂无,册页 | 绘画,册页。职业。茶叶种植。纸本水墨。,1878.0,不明,高度：42.50厘米（册页） | 宽度：55.50厘米（册页）,纸,无图片,1
册页；绘画,暂无,册 | 绘画,册页。游乐。体操。纸本设色。,1877.0,不明,高度：48厘米（册页） | 宽度：52厘米（册页）,纸,无图片,1
册页；绘画,暂无,册页 | 绘画,册页。刑罚。纸本设色。,1877.0,不明,高度：32厘米（册页）| 宽度：44厘米（册页）,纸,无图片,1
册页；绘画,清朝,册页 | 绘画,册页。山水。设色纸本。,1877.0,不明,高度：30厘米 | 宽度：38厘米,纸,无图片,1
册；画,暂无,画册 | 绘画,册页。职业。茶叶种植。纸本水墨。,1877.0,不明,高度：42厘米 | 宽度：55厘米,纸,无图片,1
册页；绘画,清朝,册页 | 绘画,册页。杂技图。纸本水墨。,1877.0,不明,高度：51厘米（画册） | 宽度：55.50厘米（画册）,纸,无图片,1
画册；绘画,暂无,册 | 画,册页。老子骑牛图。绢本设色。,1902.0,声称作者：唐寅,高度：22.10厘米 | 宽度：26.40厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/f7090f47_afd5_4b98_b95a_a3ba00fea750/mid_00241432_001.jpg,1
册；绘画,清朝,画册 | 绘画,八幅未装裱画作。绢本设色。,1881.0,制作者：云樵主人,高度：9.50英寸 | 宽度：11.50英寸,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_8/c9d325a6_9a9a_46da_8db8_a3bf008cc3c7/mid_00492197_001.jpg,1
册页；绘画,明朝 | 清朝,册页 | 绘画,册页。男子相马图。绢本设色。,1946.0,制作者：顾见龙,"高度：21.20厘米（据铃木1982年）  
宽度：23.50厘米（据铃木1982年）",丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/68650f97_6e2f_48d6_b3f3_a3ba0120c587/mid_00245128_001.jpg,1
画册；绘画,暂无,册页 | 绘画,小幅花鸟画册页，每幅皆为对开。纸本设色。,1877.0,不明,"高：9厘米（画册）  
宽：13.80厘米（册页）  
宽：17.50厘米（每张对开页）",纸,无图片,1
册页；绘画,暂无,册页 | 绘画,两幅圆形山水册页，绘山景建筑。每幅均有署名及钤印。纸本水墨设色。,1992.0,作者：宋玉明,直径：31.70厘米（图示）,纸,无图片,1
画册；绘画,清朝,册页 | 绘画,册页。节庆。设色纸本。,1877.0,不明,高度：29厘米 | 宽度：30.50厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/fa4d4959_94d2_47d9_b112_a3b50144f65b/mid_00160868_001.jpg,1
册页；绘画,清朝,册页 | 绘画,册页。服饰。设色纸本。,1877.0,不明,高度：48厘米 | 宽度：36.50厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2024_9/5_11/49724d5a_542f_4c96_9adb_b1e200c3e7b0/mid_1877_0714_0_1267_1278_1.jpg,1
册；绘画,清朝,册页 | 绘画,册页。职业。店铺。纸本水墨。,1877.0,不明,高度：42.50厘米（册页）| 宽度：55厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2016_4/26_9/c51ae160_dc04_4200_a9ec_a5f400a38302/mid_1877_0714_793_ter.jpg,1
画册；绘画,暂无,册页 | 绘画,册页。货郎图。纸本设色。,1877.0,不明,高度：23.50厘米 | 宽度：28厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/1b15dd16_403d_4cd1_a093_a3ba012738b0/mid_00247156_001.jpg,1
册；绘画,暂无,册页 | 绘画,册页。各省服饰与人物。纸本水墨。,1877.0,不明,高度：36厘米 | 宽度：48厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/f437f257_9030_4a86_b1dc_a3ba01272f7e/mid_00247198_001.jpg,1
册；绘画,明朝,册页 | 绘画,册页。舟中人物山水图。题款与钤印。设色绢本。,1902.0,文伯仁流派/风格,高度：23.80厘米 | 宽度：25.30厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_15/d02b0aab_7f2e_4ef4_8761_a3ba00fe8bb5/mid_00241423_001.jpg,1
册；绘画,清朝,画册 | 绘画,小幅折叠册页，每幅画作均为双页对开并附题跋。部分画页为山水人物（纸本设色），部分为梅花（纯水墨）。,1877.0,据称作者为：金农,高度：9厘米（画作与册页）| 宽度：13.80厘米（册页）| 宽度：17.50厘米（每幅双页画作）,纸,无图片,1
册；画,清朝,册页 | 绘画,小幅折叠画册，绘有花卉、昆虫、竹石及人物。每幅皆为对开页，并有题跋。纸本水墨设色。,1877.0,据称作者为：华嵒,高度：9厘米（画作与册页）| 宽度：13.80厘米（册页）| 宽度：17.50厘米（每幅对开画作）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_8/febcaf67_21e1_43a2_ae4d_a3bf008d57b6/mid_00492287_001.jpg,1
册；画,清朝,册页 | 绘画,册页。职业。店铺。纸本水墨。,1877.0,不明,高度：41.50厘米（册页） | 宽度：45厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/60fa35f5_5584_4784_b872_a3ba01272874/mid_00247195_001.jpg,1
册；画,清朝,册页 | 绘画,册页。戏台。纸本水墨。,1877.0,不明,高度：39.50厘米（册页） | 宽度：52.50厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2024_9/11_7/1038816a_a132_4640_bffb_b1e8007fbecc/mid_1877_0714_0_1371_1394.jpg,1
册页；扇面；绘画,暂无,册页 | 扇面 | 绘画,圆形扇面（共三幅之一）装裱成册。山崖高士图。绢本设色。,1984.0,制作者：季昌 | 对比：翁鼎绍 | 对比：龙鸿文,直径：约25厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_15/e2e4abbb_9e98_4b0c_b6b7_a3bf00fedde9/mid_00523168_001.jpg,1
画册；绘画,暂无,画册 | 绘画,册页。服饰、帝王与半神。纸本设色。,1877.0,不明,高度：43厘米（册页） | 宽度：63厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/76e71937_017a_4f70_83d4_a3ba0125e6a6/mid_00246863_001.jpg,1
册页；绘画,清朝,册页 | 绘画,册页。宗教题材。寺院生活场景。纸本水墨。,1877.0,不明,高度：42厘米（册页） | 宽度：54.50厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2016_2/11_14/f2995517_87b9_411f_b3a4_a5a900e97385/mid_1877_7_14_1429.jpg,1
册页；绘画,暂无,画册 | 绘画,册页。节庆。纸本设色。,1877.0,不明,高度：43.50厘米（册页）| 宽度：52厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/eb57a348_fc81_4e19_90ab_a3b501450bc8/mid_00160879_001.jpg,1
册；绘画,清朝,画册 | 绘画,花卉图册。纸上烫金制作。有题款纪年。,1930.0,制作者：李崑,高度：30.30厘米（书籍）| 高度：23.50厘米（图像）| 宽度：37厘米（书籍）| 宽度：29.50厘米（图像）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_20/22be2c00_9cfe_4abc_b33f_a3ba01588eee/mid_00261812_001.jpg,1
画册；绘画,暂无,册页 | 绘画,册页。人物。刑罚。设色纸本。,1877.0,不明,高度：45.50厘米（册页）| 宽度：42.50厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2016_1/20_11/597fe9f3_4d9a_4e8e_abb4_a59300c1457f/1877_7_14_1321_asterisk_.jpg,1
册；画,暂无,册页 | 绘画,册页。各省服饰与人物。纸本水墨。,1877.0,不明,高度：38厘米（画心）| 高度：51厘米（装裱）| 宽度：49厘米（画心）| 宽度：68.70厘米（装裱）,纸,https://media.britishmuseum.org/media/Repository/Documents/2024_9/25_7/9b2a22d1_2e96_4761_9017_b1f6007fbe25/mid_1877_0714_0_1252.jpg,1
册；画,清朝,册页 | 绘画,小幅折页花卉、蔬菜、虾与竹画册。每幅皆为对开画页并附题跋。部分纯水墨，余者水墨设色纸本。,1877.0,据称作者为：李鳝,高度：9厘米（画作与册页） | 宽度：13.80厘米（册页） | 宽度：17.50厘米（每开对折页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_12/d3aa03de_8cdc_4770_b06a_a3bf00ce7755/mid_00512360_001.jpg,1
册页；扇面；绘画,清朝,册页 | 扇面 | 绘画,圆形扇面（共三幅之一）装裱成册。山水景致。绢本设色。,1984.0,制作者：俞廉三,直径：25厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_15/08c0eeff_9d07_4aa1_b6cb_a3bf00fedfbd/mid_00523169_001.jpg,1
册；扇；书法；绘画,清朝,册页 | 扇面 | 书法 | 绘画,圆形扇面（共三幅之一）装裱成册。行书书法。绢本墨迹。,1984.0,制作者：十分 | 对比参照：王振声,直径：约24厘米,丝绸,无图片,1
册；画,明朝,册页 | 绘画,册页。山水。纸本设色。,1902.0,作者：宋旭,高度：30.20厘米（图示）| 宽度：39.80厘米（图示）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/b5d156c8_137b_4392_84c7_a3bb00081339/mid_00279518_001.jpg,1
册页；扇面；绘画,暂无,册页 | 扇面 | 绘画,册页。团扇。绢本设色。,1984.0,制作者：庄自培,直径：约25厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2015_5/6_14/3c0fd201_a133_4a42_b637_a49000f50fb8/mid_Add489_b_2008_0721_001_.jpg,1
册；画,明朝,画册 | 绘画,册页。山水。山间小屋，河上有桥，一人正过桥。纸本水墨。,1958.0,制作人：程正揆,高度：21.90厘米 | 宽度：22.20厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/b7167ddf_94fe_415a_96c0_a3b90159c3f2/mid_00227129_001.jpg,1
画册；绘画,清朝,画册 | 绘画,册页。山水。树木环绕湖泊，舟中有人。题跋与款识。题跋言此画仿米芾（1051-1107）笔意，湿墨大点与山石柔廓可见其法。纸本水墨设色。,1965.0,制作者：陈洪绶,高度：34.20厘米 | 宽度：76厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/0af06129_85ae_4caa_adc3_a3b70065d89d/mid_00030600_001.jpg,1
册页；绘画；立轴,元朝,册页 | 绘画 | 立轴,册页改装为挂轴。栀子花枝。纸本水墨。,1983.0,制作者：王渊,高度：38.50厘米（画心）| 高度：217厘米（装裱）| 宽度：63.50厘米（画心）| 宽度：73厘米（装裱）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_19/00d7f2f0_c97e_4568_814d_a3b5014853e5/mid_00161915_001.jpg,1
册；画,清朝,册页 | 绘画,册页。职业。陶瓷制作。纸本水墨。,1878.0,不明,高度：41厘米（册页）| 宽度：56.30厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2016_6/15_15/6467d5eb_85d8_4666_a894_a6260107417e/RFC138.jpg,1
册；绘画,清朝,册页 | 绘画,"册页。宗教题材。基督教主题。包含《路加福音》中的《好撒玛利亚人寓言》（藏品编号1938,1112,0.49）与《财主与拉撒路寓言》（1938,1112,0.50）；以及《马太福音》中教堂前众人被劝卸下重担的场景（1938,1112,0.51）。纸本设色。",1938.0,不明,高：55.50厘米（册）| 高：22厘米（图）| 宽：40.50厘米（册）| 宽：24厘米（图）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_12/1c17416d_938b_46d9_b2c7_a3e100c93855/mid_00102864_001.jpg,1
册页；绘画,暂无,册 | 绘画,册页。丧葬用品。纸本设色。,1877.0,不明,高度：43厘米（册页） | 宽度：52.60厘米（册页）,纸,https://media.britishmuseum.org/media/Repository/Documents/2025_4/5_11/84b1fcf3_fd32_47c7_967b_b2b600bd7dda/mid_1877_0714_0_622_639.jpg,1
画册；绘画,暂无,册页 | 绘画,小折叠画册，内有多页空白。已完成画作为园中人物，每幅占双页。纸本水墨设色。,1877.0,不明,高度：9厘米（画作与册页） | 宽度：13.80厘米（册页） | 宽度：17.50厘米（每幅双页画作）,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_12/4019f168_c673_4ef7_aced_a3bf00ce606d/mid_00512347_001.jpg,1
画册；绘画,清朝,册页 | 绘画,册页。室内。家居场景。设色纸本。,1877.0,不明,高度：20.50厘米 | 宽度：29厘米,纸,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_17/e18b6099_34cc_4a89_adc6_a3ba01261cba/mid_00246891_001.jpg,1
册；扇；书法；绘画,清朝,册页 | 扇面 | 书法 | 绘画,册页。扇面。绢本墨笔。行书书法。,1984.0,制作：瓦拉布 | 制作：庄梓培,直径：约25厘米,丝绸,https://media.britishmuseum.org/media/Repository/Documents/2015_5/6_14/a1b332c7_8aea_45a5_990b_a49000f58c08/mid_Add489_c_2008_0721_001_.jpg,1
