name,dynasty,type,description,entry_time,Author,size,图片URL,museum_id,materials
持钹宫廷女乐师,唐朝,雕塑,模制白陶，残留冷彩颜料痕迹,2003.0,不明,高18厘米 × 宽12厘米 × 深11.5厘米（7又1/16 × 4又3/4 × 4又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:770040?width=3000&height=3000,3,暂无
抬臂女乐师,唐朝,雕塑,模制白陶，残留冷彩颜料痕迹,2003.0,不明,高18厘米 × 宽12厘米 × 深11.5厘米（7又1/16英寸 × 4又3/4英寸 × 4又1/2英寸）,https://nrs.hvrd.art/urn-3:HUAM:770052?width=3000&height=3000,3,暂无
戴便帽的骑马男子雕像,唐朝,雕塑,铅釉器：模制成型，白色陶胎，施以草黄色铅釉，釉上冷绘颜料。,2003.0,不明,37 × 27.5 × 11.5 厘米（14又9/16 × 10又13/16 × 4又1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95535_dynmc?width=3000&height=3000,3,暂无
穿尖头靴的骑马女性雕像,唐朝,雕塑,模制白陶胎冷彩绘,2003.0,不明,40.5 × 35.5 × 13.5 厘米（15又15/16 × 14 × 5又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95536_dynmc?width=3000&height=3000,3,暂无
两尊骑马人像,唐朝,雕塑,模制红褐色陶土，白底上施冷彩,2003.0,不明,"2003.207.1号：高37厘米×长30.5厘米×宽15.5厘米（14又9/16英寸×12英寸×6又1/8英寸）
2003.207.2号：高36厘米×长31.5厘米×宽13厘米（14又3/16英寸×12又3/8英寸×5又1/8英寸）",https://nrs.hvrd.art/urn-3:HUAM:61517_dynmc?width=3000&height=3000,3,暂无
骑马男子,唐朝,雕塑,模制红褐色陶胎，白底上施冷彩,2003.0,不明,高37厘米 × 宽30.5厘米 × 深15.5厘米（14又9/16英寸 × 12英寸 × 6又1/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC253710?width=3000&height=3000,3,暂无
骑马的女性,唐朝,雕塑,模制红褐色陶胎，白底上施冷彩,2003.0,不明,高36厘米 × 宽31.5厘米 × 深13厘米（14又3/16英寸 × 12又3/8英寸 × 5又1/8英寸）,https://nrs.hvrd.art/urn-3:huam:DDC114334_dynmc?width=3000&height=3000,3,暂无
站立男性雕像,唐朝,雕塑,模制白陶，残留冷绘颜料痕迹,2003.0,不明,31.5×16.5×9厘米（12又3/8×6又1/2×3又9/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95539_dynmc?width=3000&height=3000,3,暂无
两尊立像,唐朝,雕塑,灰陶白地冷彩绘,2003.0,不明,51 × 15 × 12.5 厘米（20 1/16 × 5 7/8 × 4 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95540_dynmc?width=3000&height=3000,3,暂无
一对立像之一,唐朝,雕塑,灰陶白地冷彩绘,2003.0,不明,51×15×12.5厘米（20又1/16×5又7/8×4又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95540_dynmc?width=3000&height=3000,3,暂无
一对立像之一,唐朝,雕塑,灰陶白地冷彩绘,2003.0,不明,51 × 15 × 12.5 厘米（20 1/16 × 5 7/8 × 4 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95541_dynmc?width=3000&height=3000,3,暂无
站立,唐朝,雕塑,铅釉陶器：模制成型，白色陶胎，施以草黄色铅釉，釉上饰有冷绘颜料；条纹裤与帽顶部分未施釉，裸露陶胎上直接冷绘着色。,2003.0,不明,43 × 12.5 × 14 厘米（16又15/16 × 4又15/16 × 5又1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:53952_dynmc?width=3000&height=3000,3,暂无
站立,唐朝,雕塑,模制白陶，冷绘颜料,2003.0,不明,47.5 × 16 × 13.5 厘米（18又11/16 × 6又5/16 × 5又5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95542_dynmc?width=3000&height=3000,3,暂无
披鞍立马,唐朝,雕塑,模制白陶，饰以冷绘颜料,2003.0,不明,65.5 × 57.5 × 29 厘米（25又13/16 × 22又5/8 × 11又7/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95543_dynmc?width=3000&height=3000,3,暂无
牛车,唐朝,雕塑,模制，中灰色陶器，饰有冷绘颜料,2003.0,不明,26 × 40 × 19 厘米（10 1/4 × 15 3/4 × 7 1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95544_dynmc?width=3000&height=3000,3,暂无
两头站立的野猪,唐朝,雕塑,铅釉器：模制，白色陶器，施以铅熔剂调制的琥珀棕色釉,2003.0,不明,每件雕塑：12 x 18.5 x 7.5 厘米（4 3/4 x 7 5/16 x 2 15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95545_dynmc?width=3000&height=3000,3,暂无
立野猪（两件之一）,唐朝,雕塑,铅釉器：模制，白色陶器，饰有琥珀棕色铅釉。,2003.0,不明,12 × 18.5 × 7.5 厘米（4又3/4 × 7又5/16 × 2又15/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95545_dynmc?width=3000&height=3000,3,暂无
立猪（一对之一）,唐朝,雕塑,铅釉器：模制白陶，施以铅熔剂调制的琥珀棕釉，局部点缀翠绿釉斑。,2003.0,不明,12 × 18.5 × 7.5 厘米（4又3/4 × 7又5/16 × 2又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95545_dynmc?width=3000&height=3000,3,暂无
祥瑞水兽人首鱼身俑,唐朝,雕塑,模制灰陶，白底冷彩绘,2003.0,不明,12×28×10厘米（4又3/4×11×3又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95546_dynmc?width=3000&height=3000,3,暂无
凸眼双角怪兽面具,唐朝,雕塑,模制白陶，施冷绘黑彩,2003.0,不明,高29厘米 × 宽30.5厘米 × 深9厘米（11又7/16英寸 × 12英寸 × 3又9/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95547_dynmc?width=3000&height=3000,3,暂无
头盔式,唐朝,雕塑,模制砖红色陶器，白底冷彩绘饰,2003.0,不明,63 × 33.5 × 14.5 厘米（24 13/16 × 13 3/16 × 5 11/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95548_dynmc?width=3000&height=3000,3,暂无
一对立像,唐朝,雕塑,模制灰陶器，白底上施冷彩绘颜料并贴金箔,2003.0,不明,最大尺寸：57.5厘米（22 5/8英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95562_dynmc?width=3000&height=3000,3,暂无
开口护法武士,唐朝,雕塑,模制灰陶，白底冷绘彩饰并贴金箔,2003.0,不明,55.5 × 20.5 × 17.5 厘米（21又7/8 × 8又1/16 × 6又7/8 英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95562_dynmc?width=3000&height=3000,3,暂无
闭口守护武士,唐朝,雕塑,模制灰色陶器，白底上施冷绘颜料并贴金箔,2003.0,不明,57.5 × 21.5 × 16.5 厘米（22又5/8 × 8又7/16 × 6又1/2 英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95644_dynmc?width=3000&height=3000,3,暂无
一对立像,唐朝,雕塑,模制中灰色陶器，白底上施冷彩绘与金箔装饰,2003.0,不明,最大尺寸：81厘米（31 7/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95550_dynmc?width=3000&height=3000,3,暂无
闭口护法神,唐朝,雕塑,模制，中灰色陶器，白底上施冷绘颜料并贴金箔,2003.0,不明,80.5 × 35.5 × 18.5 厘米（31又11/16 × 14 × 7又5/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95550_dynmc?width=3000&height=3000,3,暂无
张口守护武士,唐朝,雕塑,模制中灰色陶器，白底上施冷绘颜料并贴金箔,2003.0,不明,81 × 36.5 × 19 厘米（31又7/8 × 14又3/8 × 7又1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95551_dynmc?width=3000&height=3000,3,暂无
头盔,唐朝,雕塑,模制砖红色陶器，白底上施冷绘颜料并贴金箔。,2003.0,不明,89.5 × 28 × 19 厘米（35又1/4 × 11 × 7又1/2 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95552_dynmc?width=3000&height=3000,3,暂无
站立,唐朝,雕塑,模制砖红色陶器，白底上施冷绘颜料及氧化银箔,2003.0,不明,70 × 31.5 × 20.5 厘米（27 9/16 × 12 3/8 × 8 1/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:VRS95553_dynmc?width=3000&height=3000,3,暂无
站立,唐朝,雕塑,模制白陶器，饰以冷绘颜料、金箔及氧化银箔。,2003.0,不明,60.5 × 37.5 × 20.5 厘米（23又13/16 × 14又3/4 × 8又1/16 英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95563_dynmc?width=3000&height=3000,3,暂无
长方形,清朝,器皿,黄花梨木配黄铜配件,2004.0,不明,5.1 × 30.1 × 15.5 厘米（2 × 11又7/8 × 6又1/8 英寸）,https://nrs.hvrd.art/urn-3:HUAM:74634_dynmc?width=3000&height=3000,3,暂无
小,唐朝,盒子,淡白胎炻器，施浅青釉，釉下以白化妆土装饰，纹饰辅以刻划，局部点饰铁褐彩。可能出自陕西省铜川耀州窑。,2004.0,不明,含盖：高3.4厘米 × 直径5厘米（1又5/16 × 1又15/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:CARP08611_dynmc?width=3000&height=3000,3,暂无
双耳球形罐，仿叶形饰，带铁锈斑纹,北宋（960-1127）至金（1115-1234）时期,器皿,磁州窑型北方黑瓷：浅灰炻器，带贴花把手，深褐釉，釉上铁氧化物纹饰，下部及内壁施中褐釉。,2004.0,不明,19.3 × 21.2 厘米（7 5/8 × 8 3/8 英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95663_dynmc?width=3000&height=3000,3,暂无
浅腹小杯,南北朝时期（420-589年）至隋朝（581-618年）,器物,青瓷：浅灰色炻器，施淡青釉。产地不明，可能来自中国北方。,2004.0,不明,高6.8厘米，直径8.5厘米（2又11/16×3又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013142_dynmc?width=3000&height=3000,3,暂无
带碟口的瓶（或水罐）,南北朝时期（420-589年）至隋朝（581-618年）,器皿,浅灰色炻器，带有贴饰把手和深棕色釉。产地不明——可能来自中国北方。,2004.0,不明,高21.4厘米 × 宽10.8厘米 × 直径10.6厘米（8又7/16 × 4又1/4 × 4又3/16英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013069_dynmc?width=3000&height=3000,3,暂无
短流双股柄球形执壶,唐朝,器皿,浅灰炻器，带贴塑把手与流嘴，施中褐色釉。产地不明，可能为中国北方。,2004.0,不明,高13.2厘米 × 宽12.3厘米 × 直径11.1厘米（5又3/16英寸 × 4又13/16英寸 × 4又3/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013071_dynmc?width=3000&height=3000,3,暂无
带钮柄小鼎碗（或杯）,唐朝,器皿,白炻器，带贴塑把手与底足，外施深褐釉，内施透明釉。具体产地不详——可能出自中国北方地区。,2004.0,不明,高4厘米 × 宽11.8厘米 × 直径9.9厘米（1又9/16 × 4又5/8 × 3又7/8英寸）,https://nrs.hvrd.art/urn-3:HUAM:DDC253305_dynmc?width=3000&height=3000,3,暂无
宽口小碗配鹧鸪羽斑纹,北宋（960-1127年）至金（1115-1234年）时期,容器,磁州窑系北方黑瓷：胎质灰白，施深褐釉，内壁有氧化铁锈斑纹，外壁呈铁锈色。推测产自河北省磁县观台磁州窑。,2004.0,不明,高4.6厘米 × 直径12.6厘米（1又13/16英寸 × 4又15/16英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95664_dynmc?width=3000&height=3000,3,暂无
凹唇茶碗，碗心饰福字，外壁绘赶珠龙纹,南宋（1127-1279年）至元朝（1279-1368年）,容器,建盏：中灰胎炻器，施深褐釉，饰以描金彩绘。或产自福建省建阳县水吉镇窑场。,2004.0,不明,6.2 × 12.6 厘米（2 又 7/16 × 4 又 15/16 英寸）,https://nrs.hvrd.art/urn-3:huam:VRS95665_dynmc?width=3000&height=3000,3,暂无
龟甲纹茶碗,南宋时期（1127-1279年）至元代（1279-1368年）,器皿,吉州窑器：浅灰（或浅灰褐）炻器，施深褐釉，釉面泛褐斑纹。产自江西省吉安县永和镇窑场。,2004.0,不明,5.5 × 10.9 厘米（2 3/16 × 4 5/16 英寸）,https://nrs.hvrd.art/urn-3:HUAM:INV013110_dynmc?width=3000&height=3000,3,暂无
